Delta_Power,Theta_Power,Alpha_Power,Beta_Power,Gamma_Power
0.9078045897407189,0.034879775747034714,0.0504299028085409,0.013024223661065674,0.0025927982702837332
0.796679502885094,0.10104234310065638,0.08916814450114556,0.018696328275441355,0.004343450355029597
0.794976299776014,0.11202400164454679,0.07062028421102647,0.030913381370738947,0.00880258409206701
0.8957696176474321,0.04581749949328394,0.04507159437759121,0.020032191419060603,0.0037029900188542747
0.8238995489825596,0.05476258889107153,0.09264818548787819,0.026155237525868413,0.005478210444835076
0.8228208876401679,0.06490749161745894,0.08870606402484867,0.028111301750446696,0.007692921176627767
0.8466150290802622,0.057324308625374666,0.08476593505144978,0.018678034033690862,0.003786545991924753
0.8936771708040804,0.04624012074639568,0.05385582862490022,0.013363564464668241,0.0024334249854342854
0.9527663645545243,0.02431491961249421,0.018570929274684112,0.005796389932288834,0.0011495871721519523
0.9182271413000287,0.05482276114650683,0.022400350829037793,0.01162330970724821,0.003955608144575628
0.9553945372178312,0.028501141598902466,0.00808225533576627,0.008991534156293035,0.0026591365120963426
0.920158577947643,0.02123762941924413,0.050184006737423556,0.010000533627067449,0.0020430234009753043
0.8652466311503995,0.053664535353831304,0.07148244883570687,0.01554463034061132,0.0034749316731843443
0.9099154826502486,0.051684870421939345,0.04541402494742755,0.011698509200629117,0.0025521065957365588
0.8564075982618247,0.05096184629465649,0.07915082761413826,0.01814583652261356,0.00364999786264292
0.829721180761977,0.06509229871687933,0.10019627202901747,0.02044176399762064,0.0036382117886798082
0.8945554071124693,0.037967430081890956,0.054553416795998934,0.01664039617896201,0.0027571013474013695
0.8725916077611853,0.04153352945041967,0.07664502602385741,0.021660483007390676,0.003558621707601636
0.7761085227457363,0.09305281531900395,0.10992872855823638,0.026014221847708786,0.006197044921396909
0.8338399672179625,0.0823376232938003,0.07481876004480735,0.016285837203486395,0.0043358186153793846
0.9204856928616165,0.04085502730722287,0.03541589846389758,0.00973915126879177,0.0017522484171110546
0.9366251012081885,0.036214978687463366,0.026267614613351652,0.006721241717685719,0.0015115327621804896
0.8403281201904427,0.07054578922875562,0.09209413701730747,0.024444224249845582,0.004728273077751219
0.7767260802767133,0.12022076788101548,0.10350474189459792,0.023919031476501828,0.005080139260189195
0.908257195246398,0.05268248023239706,0.04177830616551182,0.010460440682671802,0.002131558049251442
0.9393992813366056,0.04360234919070911,0.021374406061759624,0.005873604268499521,0.0012775812656883939
0.762085920623162,0.10203101083260495,0.09046096362709523,0.04393386588142417,0.022069237625059277
0.7429951293819346,0.23176394646803994,0.03252961156653765,0.01698204540069917,0.004563968576507203
0.9464675713089286,0.027561255653235223,0.015680887811646137,0.010801643612257378,0.002521660468565713
0.8745048862903612,0.07144581466078383,0.03465050762246602,0.022156856469776796,0.004620820019519906
0.8319003689944465,0.12245437097435813,0.05195708612815813,0.023806897212680013,0.004276038736460834
0.701465330711088,0.18122232432841096,0.10045673585786759,0.06301085709843866,0.01260929524839389
0.8734643552085978,0.09883557981637696,0.023384616915297578,0.010169758520907077,0.0016565827537352211
0.8924857148719401,0.08534374670530029,0.0434706641989939,0.009696056373866774,0.0017542002954735645
0.8520021924569594,0.06177055273771174,0.06818396428979916,0.01888529365855876,0.003303109797621993
0.9582244102845336,0.020596019644453418,0.018545271020402244,0.004294351842321642,0.001147034759174107
0.9548011765782727,0.024143087494732405,0.022174106364379262,0.006762372091744098,0.0015930422624752328
0.8777057133964993,0.04469733297649942,0.06606722279634927,0.017506600109025692,0.0045826355349178885
0.8611687881660205,0.07775468221011586,0.059002927303087024,0.016564026908675707,0.003132024709565855
0.8297771369969519,0.11045847937624186,0.06655460133188248,0.021114414111104266,0.004217421115561821
0.8531692804724409,0.08494675691106877,0.05676072723758387,0.017915458667562598,0.004628354974143212
0.90083326251791,0.03214930482664726,0.05826217290790785,0.010732973372055813,0.0022166523307769175
0.9357570977164132,0.032481080821868,0.02754762314574533,0.007297737717821044,0.0016841556720609396
0.7748699225639061,0.07886266108365261,0.11477596440955702,0.031625981002229686,0.00759743010243297
0.8086299578310016,0.0686756032745018,0.1112040028801617,0.02350204338456545,0.0042327073838037054
0.8150932203819929,0.09532531039543571,0.09117527130286124,0.020096204447658327,0.0033941319367413996
0.845192709396222,0.05614612539211787,0.09330218151496936,0.014229595046870849,0.003648909214755523
0.927950229358987,0.03540889935148215,0.0389402955575518,0.00857404074598738,0.0020257604972158294
0.8915148179378005,0.06422960178551564,0.058670458820696686,0.009480937800860446,0.002132649326117033
0.9176412785006546,0.04689828597306985,0.031893431058790854,0.010814699048764174,0.002383130551739337
0.8068428745615358,0.12455263378867669,0.0943963116182338,0.023826096947581598,0.004678385096468835
0.8124272170419848,0.134892422757881,0.07356463633418962,0.016834889329508558,0.003123877416326987
0.850948046171819,0.06019313280834814,0.08717785477583048,0.019441467555244313,0.004251934626606846
0.8395105259498529,0.07947379669296809,0.06953071642080942,0.022261560774186225,0.0041375996515951525
0.8282177705742694,0.1022546293504372,0.0881684824982915,0.018949728633858996,0.004270655983372671
