Delta_Power,Theta_Power,Alpha_Power,Beta_Power,Gamma_Power
0.7601615850079271,0.11557735369322795,0.07878861095222897,0.03568109378755939,0.009791356559056412
0.9088600783148778,0.034517550701514334,0.03296340390387528,0.01774703660203257,0.005911930477699969
0.8969264746323048,0.03364327033495975,0.04447530273747509,0.02033999915941655,0.00461495313584386
0.8319028413364575,0.08655162328087879,0.052298747372932795,0.02349289123429169,0.005753896775439282
0.8667275467792088,0.0409702855968823,0.0668496446750775,0.01902869734299374,0.006423825605837529
0.8515365941700656,0.07366197282946421,0.05118830575839587,0.01804738280009536,0.00556574444197895
0.9375821024862636,0.023617849867297477,0.022697862029927827,0.012532396968351572,0.0035697886481593616
0.8448021550886554,0.09983751928411795,0.037532430581127416,0.01205532439491512,0.005772570651184155
0.9297634925617402,0.030380095252712378,0.019599277092535564,0.012344001374326225,0.007913133718685562
0.8496778761158754,0.09243538833295631,0.021016433181476536,0.022376358283113473,0.014493944086578371
0.8924172723435223,0.04566138485057252,0.04118009096821731,0.016010677882441614,0.004730573955246299
0.8481436310542085,0.05742371009638711,0.06271931861773468,0.02351826388442454,0.008195076347244989
0.9006398310277876,0.04994677009824398,0.028950988151991,0.015746372960362097,0.004716037761615374
0.8158435983116268,0.10843864883400751,0.04409074138770707,0.024679072924907362,0.006947938541751052
0.9057369539503707,0.050319997955548104,0.02691314740404607,0.01283538878923606,0.004194511900798986
0.8714970372412486,0.06245590329124176,0.04070425777503483,0.01860298413589063,0.0067398175565843025
0.8144146114942409,0.06202789693622467,0.08138805176130541,0.03196200311105651,0.010207436697172494
0.8495245525794115,0.06599615653450053,0.05485490138334813,0.02234180497285775,0.007282584529881917
0.8796824603621914,0.06654737961876628,0.033192539696395,0.015698456312542842,0.004879164010104299
0.7746035382634693,0.11149158696425539,0.07334308504688766,0.03134918506028409,0.009212604665103742
0.8825864105385804,0.03393784225780807,0.06103620461392215,0.016513858941378023,0.0059256836483114455
0.8989868450634023,0.025473248221730468,0.04999295652665086,0.018898345500603594,0.006648604687612841
0.8678815347161132,0.06763713507316339,0.041238180911455015,0.018015298698254797,0.0052278506010136885
0.8740981423905162,0.046407752470389564,0.04987656604524164,0.019200884289512502,0.010416654804340094
0.8659051866339877,0.05065236945468245,0.05001333898720215,0.023738110855365924,0.009690994068761753
0.7860936033881775,0.09590762369777411,0.07233514120104198,0.03099059104610188,0.01467304066690458
0.8621301264522747,0.061153410474868004,0.05228272187790781,0.020027510202448515,0.004406230992501005
0.92315811853971,0.043424588077744804,0.017500588445111803,0.011479397743379475,0.004437307194053939
0.9360189402695881,0.017054080727925556,0.025075880042437923,0.016334574412585453,0.005516524547463015
0.9221924173990811,0.03856708253048325,0.024907779745301565,0.01163130069479917,0.0027014196303351674
0.8238377669067317,0.07801486905386831,0.06295701194210628,0.027731700824190478,0.007458651273103436
0.8674573901448089,0.06133547662124752,0.045541618222447115,0.01890505855369594,0.006760456457800418
0.9139477212620277,0.042249723131391914,0.029449096863889548,0.011440864550484103,0.0029125941922068725
0.8743729200753966,0.05344940464346176,0.04706091854319811,0.0189075382545109,0.006209218483432679
0.9166409031531597,0.045539523032313796,0.02206427281891129,0.012033153805250073,0.003722147190365076
0.9075992694449683,0.0482067420464866,0.029275619107513553,0.01138275390517103,0.003535615495860639
0.9221519401137095,0.026633707396638288,0.029558060747061635,0.015782605796686566,0.005873685945903949
0.7679409761813146,0.11457670652482975,0.07082257044082275,0.03473460350464873,0.011925143348384338
0.8150237485754291,0.07855170625209067,0.05002324950255742,0.04129367757452292,0.015107618095399815
0.9277083518000754,0.040510389930154087,0.018842941855243496,0.00856904776221128,0.0043692686523158905
0.8651792150449652,0.04346411650754995,0.06904161248964343,0.017684555342407513,0.0046305006154338905
0.8155593730116489,0.09312790661822262,0.06337463289339434,0.021787242620808767,0.0061508448559251545
0.9042247190900371,0.03153939573538574,0.047569751119977056,0.01260204073315089,0.004064093321448978
0.9257241836569697,0.02955142777521978,0.02904170142269528,0.01138851091857832,0.004294176226536932
0.823057160203879,0.05029749719649958,0.06955544391588114,0.043767125397308544,0.013322773286431689
0.8965135623070639,0.05799188690697648,0.027813509742476084,0.014396303744400641,0.003284737299083066
0.9080895636207649,0.040954215266334006,0.03271838477670718,0.014037195616839308,0.00420064071935478
0.8668512115123995,0.07098487913745094,0.04231574710286573,0.01503233546067316,0.004815826786610594
0.8310803343644804,0.09242448645708314,0.05039368313624461,0.018623682660347002,0.007477813381844844
0.8930585726728733,0.047882480536435214,0.03830047076981221,0.01560909891438737,0.005149377106491675
0.9610651383955231,0.021520984112230163,0.009057939647545083,0.006454054226089332,0.001901883618612472
0.73634763753888,0.14236090121018402,0.08023984782625554,0.02825840157551772,0.012793211849162767
0.8544868193874962,0.050868581599225075,0.0614272594915218,0.024720200250255224,0.008497139271501707
0.9636020410811929,0.016598471123176223,0.011764073437020513,0.005620066906138328,0.0024153474524720815
0.9020938203762248,0.04771141032717996,0.021431078582173333,0.015434068825456553,0.01332962188896525
0.7969202520570181,0.07318474200653931,0.09060896813248454,0.027730422669393583,0.011555615134564486
0.9158038776949952,0.03673772280709909,0.028291586217064707,0.015261619589571937,0.0039051936912694787
0.8822381750542764,0.04167157457449291,0.05535452082659092,0.014165309964606233,0.0065704195800334805
0.9367142791200348,0.025164577298396468,0.022170304039546455,0.01289589379760953,0.0030549457444125085
0.9390202023754767,0.013238786184254302,0.03113309108930259,0.01373894231567076,0.002868978035295772
0.8961037098527559,0.044305324882916115,0.036924141646041624,0.017461373167742582,0.005205450450543536
0.8600085373518833,0.07028456444388598,0.04167506672784986,0.02090548645494379,0.007126345021437027
0.8832838132392211,0.04545659682389397,0.045309745697234054,0.020230321566162356,0.0057195226734885005
0.9322034621546578,0.03233468465347742,0.022921754298069596,0.00985384117618271,0.002686257717612441
0.9486553465772753,0.02452757628483651,0.015472395078180134,0.008676129301279985,0.0026685527584279444
0.7779652121394472,0.135292091484504,0.056932617049093276,0.022295095551222933,0.007514983775732781
0.731497858328605,0.09558048939630305,0.12113211328009447,0.04108427224458021,0.01070526675041717
0.935381027773876,0.025346732061707063,0.024317604759010455,0.011528246895752737,0.0034263885096535974
0.8463976148180362,0.098539716144202,0.030505986635772357,0.018270200011786197,0.006286482390203534
0.8057966151097756,0.07625321051711247,0.07454972052047361,0.032118668958156314,0.011281784894481816
0.7921769132535,0.10671146370661505,0.07116062411952968,0.02213247052445905,0.00781852839589607
0.7835783017315278,0.07770546723852176,0.09850505303175329,0.026751560665159737,0.013459617333037504
0.8184030284065353,0.09856433079784165,0.05448281579799223,0.020535822583957666,0.008014002413673187
0.8645528010829631,0.053176413926433276,0.05891797861815383,0.017243619167447183,0.006109187205002606
0.9274961861569231,0.03975916189289585,0.024493849041635585,0.006052426121765158,0.002198376786780439
0.8114571628530867,0.06301935820784141,0.08809202641164775,0.028293142503771244,0.00913831002365296
